qid_doc,qid,docno,OkapiTF,TFIDF,BM25,Laplace,JelinekMercer,ES_Builtin,label
160-627,160,627,2.042601,4.27017,11.729437,-57.715338,-32.606503,11.784966,0
160-982,160,982,2.030993,4.362322,11.643849,-57.415859,-32.847106,11.788983,0
160-709,160,709,1.947146,3.664183,9.430832,-56.751852,-39.93443,9.496235,0
160-1104,160,1104,1.894192,3.099607,8.07504,-56.332597,-40.434318,8.111697,0
160-29,160,29,1.891538,3.507406,9.869506,-57.024593,-33.843973,10.067923,0
160-877,160,877,1.880686,3.666215,9.12584,-58.630275,-39.374762,9.187847,0
160-1361,160,1361,1.878448,3.436013,9.144826,-57.666891,-40.085877,9.291012,0
160-66,160,66,1.842421,3.304793,9.433245,-57.939148,-33.689414,9.633341,0
160-31,160,31,1.842056,4.547835,11.484084,0.0,-38.569483,11.557666,0
160-658,160,658,1.829567,3.330642,8.865524,-56.975944,-40.676762,8.91262,0
160-606,160,606,1.768885,3.242753,8.381682,-58.003545,-40.648772,8.416808,0
160-142,160,142,1.747431,3.015945,7.96537,-58.80072,-40.337418,8.012882,0
160-546,160,546,1.736155,2.731865,7.407701,-58.290803,-40.673055,7.398427,0
160-509,160,509,1.722352,3.356172,8.96418,-59.205559,-40.03748,8.986984,0
160-899,160,899,1.677109,2.582711,7.221849,-58.072598,-40.987025,7.310777,0
160-981,160,981,1.581519,2.079125,5.996408,-58.764615,-40.960036,5.997424,0
160-886,160,886,1.55757,2.413394,6.748165,0.0,-40.692346,6.83293,0
160-729,160,729,1.554308,3.650162,9.69391,-58.696349,-41.442493,9.742264,0
160-1379,160,1379,1.550418,2.471024,6.833966,-59.206306,-41.189778,6.852701,0
160-163,160,163,1.548365,2.163254,6.154367,-57.091715,-41.990255,6.22751,0
160-978,160,978,1.546987,2.394762,6.708302,0.0,-40.76829,6.749888,0
160-434,160,434,1.518659,2.594449,7.250792,-57.940682,-41.941004,7.299399,0
160-77,160,77,1.516759,1.890492,5.552543,-57.131952,-41.944929,5.65887,0
160-390,160,390,1.505888,3.297511,8.818585,-59.206528,-41.461531,8.881534,0
160-860,160,860,1.501969,2.387942,6.656442,-59.206548,-41.485057,6.729969,0
160-1066,160,1066,1.493419,1.650194,4.067798,-57.139122,-48.664045,4.107946,0
160-419,160,419,1.483619,2.249615,5.608674,-58.541814,-48.286999,5.609756,0
160-1305,160,1305,1.481646,2.280348,6.460288,0.0,-41.219953,6.512488,0
160-938,160,938,1.479413,2.275543,5.652702,-59.100299,-47.958511,5.665195,0
160-857,160,857,1.474484,2.836019,6.934214,-57.822818,-48.638926,6.935444,0
160-481,160,481,1.465959,2.098896,6.050671,0.0,-41.528669,6.103269,0
160-164,160,164,1.461865,2.232961,6.203176,-57.852079,-42.336916,6.359508,0
160-856,160,856,1.456684,2.89851,7.034919,-57.85111,-48.7218,7.05621,0
160-1219,160,1219,1.44949,1.963693,5.025493,-58.631386,-48.39174,4.964372,0
160-717,160,717,1.440472,2.847404,7.600645,-57.670847,-42.414765,7.663685,0
160-137,160,137,1.430401,1.697961,4.145785,0.0,-47.804696,4.164447,0
160-887,160,887,1.428201,1.851548,4.88672,-58.695521,-48.232741,4.911966,0
160-837,160,837,1.404439,1.991365,5.152246,-58.186977,-48.883041,5.196636,0
160-14,160,14,1.392841,2.149947,6.071315,-57.671312,-42.781105,6.078224,0
160-1344,160,1344,1.389675,1.901461,4.913607,-58.292257,-48.965885,4.937701,0
160-1380,160,1380,1.380896,0.0,0.0,-57.718709,-49.005154,0.0,0
160-662,160,662,1.378296,1.888539,5.559411,-57.824998,-42.66599,5.63344,0
160-285,160,285,1.372594,2.442213,6.260393,0.0,-48.343338,6.335138,0
160-1197,160,1197,1.363682,1.538905,0.0,-58.878711,-48.971949,0.0,0
160-753,160,753,1.353169,0.0,0.0,-58.410201,-49.168675,0.0,0
160-1244,160,1244,1.352036,1.541302,4.601724,-57.458706,-42.950254,4.686808,0
160-1345,160,1345,1.349762,1.458986,0.0,-59.10137,-48.936786,0.0,0
160-635,160,635,1.347548,2.377555,6.577647,-58.920462,-42.521444,6.442943,0
160-813,160,813,1.333884,0.0,0.0,-58.91925,-48.923513,0.0,0
160-815,160,815,1.327648,0.0,0.0,-58.293165,-49.32756,0.0,0
160-1178,160,1178,1.327099,2.372461,6.906234,0.0,-42.201436,6.870439,0
160-861,160,861,1.32374,0.0,0.0,-59.206488,-48.93576,0.0,0
160-999,160,999,1.323132,0.0,0.0,-58.410625,-49.339845,0.0,0
160-727,160,727,1.318333,2.405182,6.194133,-58.697439,-49.308555,6.240766,0
160-864,160,864,1.313785,3.015324,7.213356,0.0,-48.210122,7.241594,0
160-1127,160,1127,1.30852,2.386001,6.159348,-58.69756,-49.364109,6.240766,0
160-95,160,95,1.304493,1.975561,5.771286,0.0,-42.337797,5.829406,0
160-707,160,707,1.300549,2.374115,7.301127,-58.921047,-36.210289,7.28193,0
160-530,160,530,1.298698,0.0,0.0,0.0,-49.104429,0.0,0
160-1335,160,1335,1.294072,0.0,0.0,-58.697742,-49.44465,0.0,0
160-759,160,759,1.289303,0.0,0.0,-58.633264,-49.421991,0.0,0
160-608,160,608,1.287654,0.0,0.0,0.0,-49.176633,0.0,0
160-567,160,567,1.277199,0.0,0.0,-58.92026,-49.440044,0.0,0
160-726,160,726,1.276103,1.79878,4.790058,0.0,-49.190636,4.821892,0
160-172,160,172,1.273761,0.0,0.0,-58.698005,-49.555543,0.0,0
160-1272,160,1272,1.267386,1.525805,0.0,0.0,-49.135613,0.0,0
160-708,160,708,1.258261,0.0,0.0,0.0,-48.959489,0.0,0
160-441,160,441,1.257638,1.515337,0.0,-58.544641,0.0,0.0,0
160-1342,160,1342,1.25674,0.0,0.0,-58.316304,-49.621066,0.0,0
160-858,160,858,1.256434,2.37734,6.143814,-58.879902,-49.596345,6.135804,0
160-1112,160,1112,1.254811,0.0,0.0,0.0,-49.41903,0.0,0
160-1097,160,1097,1.249243,2.118211,5.295305,-58.766917,-49.627412,5.290978,0
160-779,160,779,1.248228,1.493106,4.160821,-58.697601,-49.487589,4.158754,0
160-13,160,13,1.247889,1.879885,5.54606,0.0,-42.673743,5.594787,0
160-746,160,746,1.247889,1.879885,5.54606,0.0,-42.673743,5.594787,0
160-1387,160,1387,1.245201,2.262699,5.931731,-58.698388,0.0,5.963329,0
160-287,160,287,1.241588,0.0,0.0,0.0,-49.496955,0.0,0
160-1333,160,1333,1.239352,1.452157,0.0,-58.698469,0.0,0.0,0
160-486,160,486,1.237333,1.51956,4.641598,-58.921047,-43.096862,4.783201,0
160-406,160,406,1.23096,1.508872,4.614112,-58.921108,-43.134746,4.628168,0
160-644,160,644,1.226291,1.853064,4.896152,-59.102601,0.0,4.950255,0
160-415,160,415,1.221982,1.476876,0.0,0.0,-49.430493,0.0,0
160-766,160,766,1.220614,2.662859,6.642576,-58.634233,0.0,6.675389,0
160-102,160,102,1.213278,0.0,0.0,0.0,-49.104083,0.0,0
160-356,160,356,1.212925,0.0,0.0,0.0,-49.282001,0.0,0
160-202,160,202,1.211662,0.0,0.0,-58.545348,0.0,0.0,0
160-297,160,297,1.20551,0.0,0.0,0.0,0.0,0.0,0
160-1289,160,1289,1.20295,0.0,0.0,-58.603219,0.0,0.0,0
160-972,160,972,1.193136,0.0,0.0,-59.054033,0.0,0.0,0
160-75,160,75,1.186228,1.526442,4.393716,0.0,-49.430422,4.49976,0
160-36,160,36,1.180998,0.0,0.0,0.0,-49.51003,0.0,0
160-671,160,671,1.177372,0.0,0.0,0.0,0.0,0.0,0
160-158,160,158,1.177368,2.427955,5.784124,0.0,-49.536693,5.793526,0
161-1387,161,1387,7.624205,7.381448,20.822239,-200.88218,-125.977195,20.983313,0
161-1131,161,1131,7.459471,6.868946,18.233542,-204.489311,-137.539888,18.339066,0
161-1020,161,1020,7.260703,6.92203,17.898331,0.0,-145.823028,18.002592,0
161-642,161,642,7.240916,6.725555,17.559395,0.0,-144.276117,17.673124,0
161-1071,161,1071,7.163976,6.404563,17.722733,0.0,-138.730481,17.93469,0
161-1172,161,1172,7.073035,5.860755,15.627002,-203.458429,-146.948694,15.947947,0
161-889,161,889,7.051054,5.757744,16.18093,-200.947406,-141.870352,16.464428,0
161-1013,161,1013,6.993808,6.580897,16.647626,0.0,-146.778993,16.66986,0
161-888,161,888,6.974497,5.193861,13.012808,0.0,-153.143931,13.027213,0
161-936,161,936,6.935705,4.928154,13.417013,0.0,-147.367882,13.588573,0
161-1396,161,1396,6.923724,6.191984,16.82205,0.0,-140.398218,16.878279,0
161-13,161,13,6.90339,4.433865,11.241606,0.0,-154.017975,11.266449,0
161-957,161,957,6.84131,6.041888,15.27037,0.0,-147.21989,15.503047,0
161-1032,161,1032,6.833469,6.075005,16.200914,0.0,-146.934523,16.313696,0
161-1126,161,1126,6.814454,5.453067,13.689062,0.0,-153.5897,13.790666,0
161-1034,161,1034,6.801156,5.481916,15.083461,-204.161009,-148.571527,15.436923,0
161-843,161,843,6.788886,5.235368,14.952515,0.0,-141.893232,15.229943,0
161-820,161,820,6.773731,5.174766,13.787773,-202.079544,-149.221044,13.992132,0
161-1119,161,1119,6.769991,5.072585,14.49737,-202.308737,-137.015136,14.740706,0
161-926,161,926,6.769308,6.05723,16.174661,0.0,-148.29336,16.180021,0
161-761,161,761,6.735762,5.482615,13.703111,0.0,-153.684528,13.704147,0
161-827,161,827,6.730395,4.594641,11.740248,-199.339954,-155.943495,11.832127,0
161-1017,161,1017,6.726938,5.575236,14.53391,0.0,-148.946805,14.620966,0
161-1173,161,1173,6.715343,5.967359,15.841548,0.0,-148.073419,16.062675,0
161-744,161,744,6.674358,6.133963,15.993227,0.0,-147.903353,16.041492,0
161-897,161,897,6.59794,5.156532,13.091105,0.0,-154.573194,13.1155,0
161-739,161,739,6.579222,4.974625,13.0821,-200.807493,-150.09504,13.272439,0
161-1053,161,1053,6.569645,4.246773,12.051729,0.0,-149.100591,12.240501,0
161-1123,161,1123,6.56633,4.641807,12.841788,0.0,-148.549167,12.902162,0
161-937,161,937,6.547654,4.709326,12.283514,0.0,-155.289207,12.350483,0
161-211,161,211,6.537835,0.0,0.0,-203.616168,-156.551108,0.0,0
161-644,161,644,6.533459,4.242206,10.967405,0.0,-156.638474,11.064219,0
161-412,161,412,6.525527,6.272146,16.279641,0.0,-149.980006,16.308693,0
161-928,161,928,6.515554,4.300044,11.779573,-199.595636,-151.374298,11.788256,0
161-825,161,825,6.507083,4.724992,13.522819,-204.055177,-143.86776,13.727946,0
161-1320,161,1320,6.506784,4.327145,11.424799,-203.905067,-156.40936,11.660564,0
161-1117,161,1117,6.500727,7.745392,21.773462,0.0,-142.562958,21.937693,0
161-1398,161,1398,6.490599,4.15143,10.97816,-203.695744,-156.271658,11.213661,0
161-1015,161,1015,6.473036,5.285179,13.97702,0.0,-156.728108,14.066721,0
161-1029,161,1029,6.451107,4.02792,10.545976,0.0,-154.217989,10.623076,0
161-1026,161,1026,6.450589,5.236756,13.358206,0.0,-153.915657,13.511154,0
161-951,161,951,6.445069,4.6028,12.050187,0.0,-155.224596,12.127586,0
161-742,161,742,6.432262,6.47816,17.308713,0.0,-149.481127,17.446152,0
161-1023,161,1023,6.419947,5.762942,14.936064,0.0,-154.334991,15.085107,0
161-830,161,830,6.416993,4.09711,11.741719,0.0,-149.892798,11.934245,0
161-1018,161,1018,6.404765,4.663822,12.92537,0.0,-149.448467,12.827478,0
161-730,161,730,6.387755,0.0,0.0,-202.355216,-156.690386,0.0,0
161-1019,161,1019,6.38446,4.237338,12.032341,-204.42979,-151.18035,12.071797,0
161-133,161,133,6.369485,0.0,0.0,-203.728972,-156.649978,0.0,0
161-424,161,424,6.34955,4.951071,12.344913,0.0,0.0,12.385071,0
161-1024,161,1024,6.345152,3.979579,11.336618,-204.496665,-150.02928,11.479057,0
161-245,161,245,6.337279,5.341174,15.010998,0.0,-149.608087,15.520244,0
161-1400,161,1400,6.321971,4.552715,11.613569,0.0,-155.903123,11.634221,0
161-839,161,839,6.315845,4.129783,11.322465,0.0,-156.96136,11.450023,0
161-760,161,760,6.307523,4.942949,12.575395,0.0,-157.229395,12.678407,0
161-831,161,831,6.292595,3.865535,9.479931,0.0,0.0,9.508534,0
161-763,161,763,6.288325,4.728903,12.39085,0.0,-155.706931,12.386079,0
161-15,161,15,6.277397,0.0,9.61274,0.0,-156.176893,9.768766,0
161-638,161,638,6.271552,0.0,9.454518,-204.475809,-157.855384,9.471717,0
161-1178,161,1178,6.247191,3.943471,9.60715,0.0,0.0,9.571547,0
161-890,161,890,6.243132,4.319322,11.571229,0.0,-156.646457,11.740459,0
161-308,161,308,6.23401,3.929418,10.895791,0.0,-149.791776,10.875315,0
161-915,161,915,6.222045,6.16374,16.249752,0.0,-156.255952,16.367653,0
161-859,161,859,6.221917,3.975207,11.498496,0.0,-152.179876,11.364865,0
161-1235,161,1235,6.214527,0.0,0.0,-202.515054,-151.625106,9.537078,0
161-874,161,874,6.207234,0.0,0.0,-201.300693,-157.814521,0.0,0
161-1370,161,1370,6.184782,0.0,0.0,-202.897674,-157.298067,0.0,0
161-1055,161,1055,6.171825,4.678693,12.818009,0.0,-151.05688,12.920201,0
161-275,161,275,6.168863,4.139867,11.634518,0.0,-156.6843,11.664928,0
161-929,161,929,6.163407,0.0,0.0,0.0,-157.229705,0.0,0
161-898,161,898,6.162477,0.0,0.0,0.0,0.0,0.0,0
161-1107,161,1107,6.158817,0.0,0.0,-203.751932,0.0,0.0,0
161-823,161,823,6.151236,3.73531,0.0,0.0,0.0,0.0,0
161-1025,161,1025,6.138881,0.0,0.0,0.0,-157.688501,0.0,0
161-560,161,560,6.134763,0.0,9.60953,-203.619211,-158.125359,9.780061,0
161-932,161,932,6.125556,5.244641,13.204616,0.0,-156.068419,13.237293,0
161-766,161,766,6.117473,3.679656,10.394908,-204.313815,-159.023937,10.500542,0
161-1198,161,1198,6.107534,0.0,9.447467,-202.72256,-151.137728,9.413365,0
161-277,161,277,6.106701,3.589806,10.009195,-203.35582,-158.286823,9.964596,0
161-311,161,311,6.084424,0.0,0.0,0.0,-158.232606,0.0,0
161-1177,161,1177,6.080167,5.070591,13.485466,0.0,-157.732741,13.644149,0
161-1037,161,1037,6.06964,5.26422,14.249689,0.0,-157.184065,14.395873,0
161-425,161,425,6.067569,0.0,0.0,0.0,0.0,0.0,0
161-131,161,131,6.066388,0.0,0.0,-201.17166,-158.254767,0.0,0
161-685,161,685,6.063943,4.954752,13.297581,-204.217939,0.0,13.256873,0
161-1355,161,1355,6.063555,0.0,0.0,0.0,-158.486741,0.0,0
161-733,161,733,6.059206,0.0,0.0,0.0,0.0,0.0,0
161-454,161,454,6.045607,0.0,0.0,0.0,-158.042499,0.0,0
161-155,161,155,6.034916,0.0,0.0,-202.980664,0.0,0.0,0
161-571,161,571,6.026189,0.0,0.0,0.0,-158.795869,0.0,0
161-740,161,740,6.024708,4.161517,11.466562,0.0,0.0,11.650055,0
161-116,161,116,6.022983,0.0,10.536897,0.0,-151.255772,10.670808,0
161-569,161,569,6.019098,3.76837,9.990599,-204.56729,0.0,10.056088,0
161-1012,161,1012,6.011829,4.268838,11.391593,0.0,-158.352999,11.464578,0
161-1343,161,1343,6.010974,3.610787,10.188577,-203.424875,-152.046885,10.193532,0
161-417,161,417,6.00609,0.0,0.0,-199.359967,-152.897812,0.0,0
161-1127,161,1127,6.00463,0.0,0.0,-204.421309,0.0,0.0,0
161-1251,161,1251,6.002589,3.934266,10.400284,0.0,0.0,10.474804,0
161-206,161,206,5.995993,0.0,0.0,-202.677811,-158.663797,0.0,0
161-255,161,255,5.992673,0.0,0.0,0.0,0.0,0.0,0
163-442,163,442,5.997665,5.700508,15.360305,-181.458369,-125.76939,15.411643,0
163-857,163,857,5.935941,7.37359,18.944444,-181.570864,-126.429683,18.950216,0
163-894,163,894,5.660262,11.359148,29.624483,-182.752018,-127.52531,29.74649,0
163-202,163,202,5.641935,5.784236,15.280211,-180.776232,-127.987284,15.663151,0
163-658,163,658,5.61483,7.273832,18.628134,-181.483102,-134.112866,18.698885,0
163-627,163,627,5.510675,7.095822,18.603829,-185.244762,-133.444203,18.661818,0
163-766,163,766,5.407396,6.58662,16.440799,-182.249883,-141.808803,16.515587,0
163-911,163,911,5.390073,4.928309,12.608329,0.0,-140.432754,12.630659,0
163-859,163,859,5.374146,6.441393,16.438003,-182.930877,-135.510514,16.333902,0
163-826,163,826,5.36716,4.387375,12.310318,-180.714664,-129.104925,12.410925,0
163-568,163,568,5.335611,3.013697,7.967367,-185.686143,-140.815774,0.0,0
163-634,163,634,5.32442,5.344375,13.493433,-185.891713,-141.509215,13.471106,0
163-1287,163,1287,5.303773,0.0,0.0,-185.812461,-147.44158,0.0,0
163-15,163,15,5.298262,5.623977,14.537374,-185.424166,-140.88586,14.712399,0
163-134,163,134,5.268582,3.606951,9.98086,-184.399674,-135.548954,10.162916,0
163-441,163,441,5.229099,4.732706,12.271907,-182.825413,-142.707597,12.357675,0
163-822,163,822,5.194685,4.985801,14.161059,-184.165269,-129.345067,14.227373,0
163-858,163,858,5.151035,6.295406,15.824315,-184.179661,-142.502631,15.798538,0
163-285,163,285,5.124189,6.093982,15.907485,0.0,-140.162766,16.12284,0
163-797,163,797,5.113661,3.391385,9.145731,-181.435724,-136.863002,9.17342,0
163-1337,163,1337,5.098764,3.992311,10.533037,-185.267385,-142.241289,10.642249,0
163-311,163,311,4.98882,3.427151,9.215548,-185.179711,-143.283254,9.27669,0
163-1008,163,1008,4.949883,6.422141,16.705595,0.0,-141.601976,16.844887,0
163-749,163,749,4.919514,4.686983,12.115599,0.0,-142.93046,12.170541,0
163-610,163,610,4.893281,0.0,0.0,0.0,-143.017829,0.0,0
163-133,163,133,4.858854,3.396875,9.61257,-185.152574,-137.172408,9.689735,0
163-746,163,746,4.845039,3.737285,10.909794,0.0,-136.371523,10.993694,0
163-1338,163,1338,4.814294,4.256345,10.954147,-185.948708,-143.974996,10.922745,0
163-79,163,79,4.802105,3.283233,9.119271,0.0,-144.087669,9.218872,0
163-856,163,856,4.775493,6.354339,16.094251,-184.648399,-144.605865,16.171543,0
163-1392,163,1392,4.741978,4.805155,13.170377,-182.890365,-138.363398,13.530458,0
163-1364,163,1364,4.733812,0.0,0.0,-185.360278,-144.269216,0.0,0
163-798,163,798,4.71929,0.0,8.028849,-178.359374,-133.326744,8.073233,0
163-1213,163,1213,4.708845,0.0,0.0,-185.463698,-144.7935,0.0,0
163-1227,163,1227,4.708778,0.0,0.0,0.0,0.0,0.0,0
163-732,163,732,4.675683,3.091207,8.374234,0.0,-144.538231,8.441124,0
163-799,163,799,4.666048,2.89685,7.983228,-185.023549,-145.019441,8.014068,0
163-623,163,623,4.657828,0.0,0.0,0.0,-138.366507,0.0,0
163-655,163,655,4.64612,3.062276,0.0,0.0,0.0,0.0,0
163-633,163,633,4.63978,0.0,0.0,0.0,-143.010447,0.0,0
163-342,163,342,4.616878,0.0,7.98885,-185.101309,-144.795748,8.124788,0
163-928,163,928,4.614266,3.357568,10.235761,-181.997483,-133.06572,10.261215,0
163-425,163,425,4.613129,3.575585,9.634354,0.0,-143.897329,9.679549,0
163-726,163,726,4.603918,3.854533,11.029351,0.0,-143.960563,11.133452,0
163-739,163,739,4.594676,5.047431,14.863463,-183.635928,-138.80844,15.244716,0
163-66,163,66,4.592271,0.0,0.0,0.0,-144.551994,0.0,0
163-1082,163,1082,4.581599,0.0,0.0,-183.668089,-139.063459,0.0,0
163-230,163,230,4.574167,0.0,0.0,-185.599378,-145.019127,0.0,0
163-1040,163,1040,4.559435,0.0,0.0,-181.169672,-146.067312,0.0,0
163-948,163,948,4.540456,5.792954,13.99482,-185.807415,0.0,13.920858,0
163-1341,163,1341,4.520528,3.790308,9.86677,-185.781118,-145.164337,9.905933,0
163-600,163,600,4.51912,0.0,0.0,0.0,-145.182876,0.0,0
163-876,163,876,4.516487,3.890988,10.416204,0.0,-145.356945,10.655979,0
163-448,163,448,4.515786,3.031011,8.599839,0.0,-144.963783,8.614079,0
163-781,163,781,4.509888,3.096282,8.237154,-185.892411,0.0,8.212646,0
163-686,163,686,4.505196,4.734347,12.974371,0.0,-145.760119,12.993277,0
163-782,163,782,4.504245,3.247466,9.450927,-185.62654,-138.857532,9.340354,0
163-1169,163,1169,4.492729,3.351019,9.049519,0.0,0.0,9.080255,0
163-21,163,21,4.491601,0.0,0.0,0.0,0.0,0.0,0
163-529,163,529,4.485105,0.0,0.0,-184.897585,-146.017571,0.0,0
163-2,163,2,4.484837,2.950569,8.817843,0.0,-138.847304,8.975583,0
163-455,163,455,4.48002,3.106674,8.69557,0.0,-145.506651,8.757818,0
163-52,163,52,4.47988,3.839888,10.627373,0.0,-138.896348,10.877425,0
163-155,163,155,4.47455,2.849072,0.0,-184.774685,-145.477354,8.036478,0
163-46,163,46,4.473548,4.630401,12.399242,0.0,0.0,12.673754,0
163-823,163,823,4.462763,0.0,0.0,0.0,0.0,0.0,0
163-49,163,49,4.458313,0.0,0.0,-182.939814,-140.001134,0.0,0
163-444,163,444,4.457605,3.701162,9.27463,0.0,0.0,9.303,0
163-1110,163,1110,4.456683,0.0,0.0,0.0,-145.092986,0.0,0
163-270,163,270,4.454214,3.950232,11.184495,0.0,-146.155751,11.383851,0
163-1339,163,1339,4.453031,4.023365,10.784268,0.0,-145.958848,10.731057,0
163-899,163,899,4.450235,3.652905,10.04967,0.0,-145.486208,10.154461,0
163-189,163,189,4.440883,0.0,0.0,-183.695473,0.0,0.0,0
163-820,163,820,4.431142,3.067682,9.282458,-185.435916,-139.355045,9.526264,0
163-740,163,740,4.428461,2.87768,8.07856,0.0,-145.971119,8.223192,0
163-712,163,712,4.424668,2.891871,0.0,-184.572261,0.0,0.0,0
163-966,163,966,4.419514,0.0,0.0,-185.591749,0.0,0.0,0
163-334,163,334,4.419182,0.0,0.0,-185.116102,0.0,0.0,0
163-199,163,199,4.395527,0.0,0.0,-183.996544,-146.509015,0.0,0
163-390,163,390,4.392864,7.341187,19.081549,0.0,0.0,19.194511,0
163-1134,163,1134,4.385112,0.0,8.405274,-184.936752,-139.607815,8.558812,0
163-511,163,511,4.373699,0.0,0.0,0.0,0.0,0.0,0
163-1094,163,1094,4.373567,0.0,0.0,0.0,0.0,0.0,0
163-1324,163,1324,4.371793,0.0,0.0,0.0,0.0,0.0,0
163-1289,163,1289,4.368611,0.0,0.0,0.0,-146.466877,0.0,0
163-252,163,252,4.366061,0.0,0.0,-185.167033,0.0,0.0,0
163-1276,163,1276,4.362429,0.0,0.0,0.0,0.0,0.0,0
163-1023,163,1023,4.35452,2.870264,7.939227,0.0,0.0,8.05287,0
163-657,163,657,4.34995,0.0,0.0,0.0,0.0,0.0,0
163-139,163,139,4.337539,0.0,0.0,0.0,0.0,0.0,0
163-1115,163,1115,4.329358,0.0,0.0,0.0,0.0,0.0,0
163-1297,163,1297,4.328577,0.0,0.0,0.0,0.0,0.0,0
163-874,163,874,4.325931,3.528868,9.557733,-183.919403,-146.372645,9.71554,0
163-521,163,521,4.325012,0.0,0.0,0.0,0.0,0.0,0
163-360,163,360,4.320666,0.0,0.0,0.0,0.0,0.0,0
163-685,163,685,4.317023,3.815241,10.481444,-185.44607,-146.952822,10.448105,0
163-175,163,175,4.309001,0.0,0.0,0.0,0.0,0.0,0
163-26,163,26,4.298304,0.0,0.0,0.0,0.0,0.0,0
163-1103,163,1103,4.29383,0.0,0.0,0.0,0.0,0.0,0
163-434,163,434,4.28434,3.185329,8.597153,-185.667205,0.0,8.635781,0
164-641,164,641,12.260849,17.791567,47.557097,-255.264605,-124.957035,48.297672,0
164-730,164,730,10.628835,12.40029,33.646003,-252.068231,-147.25974,34.275715,0
164-734,164,734,9.814299,8.231191,22.528745,-255.526269,-170.064095,22.608252,0
164-527,164,527,9.667283,7.562527,20.87941,0.0,-161.938253,20.63509,0
164-826,164,826,9.509374,6.237102,17.696748,-252.642137,-166.381302,17.847466,0
164-131,164,131,9.374983,6.24131,17.911877,-252.132792,-166.442854,18.333965,0
164-15,164,15,9.25523,7.184978,20.280397,0.0,-164.256747,20.685253,0
164-731,164,731,9.246905,6.644472,18.078761,-255.882708,-180.07992,18.066208,0
164-627,164,627,9.198608,6.144313,17.112403,0.0,-178.612087,17.177193,0
164-155,164,155,9.105849,5.47784,15.034955,-255.885548,-180.134506,15.249928,0
164-644,164,644,9.034203,6.868315,19.459207,0.0,-161.150097,19.772898,0
164-134,164,134,9.029514,5.321337,14.283041,-259.480439,-187.224951,14.493486,0
164-342,164,342,8.909486,6.119049,18.057298,-258.637316,-167.976214,18.430252,0
164-1235,164,1235,8.735794,5.072008,14.328281,-257.805286,-176.627569,14.717765,0
164-2,164,2,8.71749,5.768314,15.834113,-261.177095,-182.310016,16.023594,0
164-4,164,4,8.660971,4.946944,13.096057,0.0,-185.839732,13.177815,0
164-733,164,733,8.660763,8.435473,22.313622,-260.734233,-188.268292,22.613459,0
164-1198,164,1198,8.650709,5.015293,14.440023,-257.578423,-175.624882,14.389827,0
164-700,164,700,8.628461,7.243593,19.914431,0.0,-181.157884,19.996733,0
164-1108,164,1108,8.567431,5.559349,15.321273,-258.687568,-183.208235,15.424528,0
164-422,164,422,8.533394,8.642275,22.860181,0.0,-188.314969,23.020739,0
164-445,164,445,8.498736,4.352429,11.673433,0.0,-193.356486,11.588153,0
164-736,164,736,8.48991,7.757684,20.268365,0.0,-192.975801,20.42153,0
164-1370,164,1370,8.488594,5.145536,13.638961,-258.50506,-189.180604,13.730741,0
164-933,164,933,8.475532,4.478541,13.144226,-258.310357,-177.049779,13.306082,0
164-266,164,266,8.450414,5.335979,15.100805,-259.450386,-177.708668,15.391223,0
164-1392,164,1392,8.379902,5.875349,15.83409,-256.537192,-190.766633,16.203602,0
164-572,164,572,8.344854,4.296177,12.265512,-256.626626,-185.470923,12.360949,0
164-479,164,479,8.323208,4.082357,11.036472,0.0,-196.392156,11.130205,0
164-264,164,264,8.318938,5.996344,15.874321,0.0,-186.768629,16.06047,0
164-855,164,855,8.292289,5.507376,14.116043,0.0,-194.01029,14.204206,0
164-1301,164,1301,8.290191,0.0,0.0,0.0,-196.402781,0.0,0
164-304,164,304,8.281689,4.40955,11.917105,-258.700214,-197.787053,12.077951,0
164-455,164,455,8.278721,3.910682,0.0,0.0,-190.844107,0.0,0
164-499,164,499,8.244906,4.514784,12.849123,-254.892433,-190.93258,13.185178,0
164-28,164,28,8.2361,3.943509,0.0,0.0,-196.546117,0.0,0
164-425,164,425,8.223133,5.495133,13.99231,0.0,-196.201624,14.026481,0
164-364,164,364,8.201669,0.0,0.0,-256.591781,-192.079636,0.0,0
164-73,164,73,8.180124,0.0,11.022198,-255.761343,-177.70782,11.138286,0
164-1382,164,1382,8.171914,0.0,0.0,-256.848865,-197.478322,0.0,0
164-207,164,207,8.119766,4.02028,11.009993,0.0,-198.20191,11.267059,0
164-441,164,441,8.116556,4.833632,13.918127,-260.296363,-185.630696,14.096318,0
164-459,164,459,8.108665,0.0,0.0,-258.964285,-197.964213,0.0,0
164-60,164,60,8.102824,4.033949,11.434647,0.0,-190.621431,11.42347,0
164-1398,164,1398,8.086711,5.271963,13.461115,-261.230275,0.0,13.680044,0
164-1119,164,1119,8.086469,4.911987,14.57694,-259.66246,-185.944286,14.862461,0
164-476,164,476,8.07042,4.094367,12.030845,-260.782189,-191.178048,12.086542,0
164-458,164,458,8.066752,4.175644,11.527946,-260.577699,-191.363506,11.682882,0
164-1372,164,1372,8.042451,4.142571,11.730159,0.0,-191.453705,12.025491,0
164-1202,164,1202,8.022814,0.0,0.0,-259.293103,-192.30911,0.0,0
164-329,164,329,8.015337,0.0,11.675655,-251.56997,-174.974363,12.076594,0
